source_db,source_table,source_file,source_row_id,sequence,length,sequence_valid,canonical_aa_only,ic50_uM,ic50_uM_min,ic50_uM_max,ic50_uM_median,ic50_relation_raw,ic50_status_raw,label_type,label_is_exact,is_sequence_level,source_count,record_count,high_confidence_flag,conflict_flag,tier_23,raw_record_ids,citation_ids,notes,exclusion_reason,filtered_source_name
,,,26,HIR,3,True,True,953.0,953.0,953.0,953.0,=,exact_molar,sequence_level_core,True,True,1,1,,,,mbpdb_ace_000095 || MBPDB_P02754_HIR_162-164,10.3168/jds.S0022-0302(04)70013-2,Structural Analysis of a New Anti-Hypertensive Peptide (β-Lactosin B) Isolated from a Commercial Whey Product || Bos taurus || Beta-lactoglobulin,,mbpdb_core_standardized
,,,27,HQP,3,True,True,134.7,134.7,134.7,134.7,=,exact_molar,sequence_level_core,True,True,1,1,,,,mbpdb_ace_000220 || MBPDB_P02666_HQP_160-162_163-165,10.1016/j.foodchem.2014.01.056,Characterisation of the hydrolytic specificity of Aspergillus niger derived prolyl endoproteinase on bovine β-casein and determination of ACE inhibitory activity || Bos taurus || Beta-casein,,mbpdb_core_standardized
,,,28,IAK,3,True,True,15.7,15.7,15.7,15.7,=,exact_molar,sequence_level_core,True,True,1,1,,,,mbpdb_ace_000037 || MBPDB_P02668_IAK_43-45,"1) 10.1002/mnfr.200900448, 2) 10.1002/elps.200700324","1) Changes in arterial blood pressure after single oral administration of milk-casein-derived peptides in spontaneously hypertensive rats, 2) Identification of novel angiotensin-converting enzyme-inhibitory peptides from ovine milk proteins by CE-MS and chromatographic techniques || Bos taurus || Kappa-casein",,mbpdb_core_standardized
,,,29,ILP,3,True,True,270.0,270.0,270.0,270.0,=,exact_molar,sequence_level_core,True,True,1,1,,,,mbpdb_ace_000218 || MBPDB_P05814_ILP_81-83,10.1080/00021369.1989.10869621,Inhibition of Angiotensin-converting Enzyme by Synthetic Peptides of Human β-Casein || Homo sapiens || Beta-casein,,mbpdb_core_standardized
,,,30,INP,3,True,True,71.2,71.2,71.2,71.2,=,exact_molar,sequence_level_core,True,True,1,1,,,,mbpdb_ace_000280 || MBPDB_P02663_INP_43-45,10.1016/j.idairyj.2013.10.009,Screening milk-derived antihypertensive peptides using quantitative structure activity relationship (QSAR) modelling and in vitro/in vivo studies on their bioactivity || Bos taurus || Alpha-S2-casein,,mbpdb_core_standardized
,,,31,IPA,3,True,True,141.0,141.0,141.0,141.0,=,exact_molar,sequence_level_core,True,True,1,1,,,,mbpdb_ace_000075 || MBPDB_P02754_IPA_94-96,10.3168/jds.S0022-0302(98)75878-3,Structural analysis of new antihypertensive peptides derived from cheese whey protein by proteinase K digestion || Bos taurus || Beta-lactoglobulin,,mbpdb_core_standardized
,,,32,IPP,3,True,True,5.0,5.0,5.0,5.0,=,exact_molar,sequence_level_core,True,True,1,1,,,,mbpdb_ace_000031 || MBPDB_P02668_IPP_129-131,"1) 10.1016/j.idairyj.2016.01.009, 2) 10.1016/j.idairyj.2007.02.009, 3) 10.1016/j.idairyj.2013.10.009, 4) 10.1016/j.idairyj.2009.11.017, 5) 10.1089/jmf.2009.0253, 6) 10.1016/j.foodchem.2014.09.098, 7) 10.3168/jds.S0022-0302(95)76689-9, 8) 10.3168/jds.2019-17976","1) Release of angiotensin converting enzyme-inhibitory peptides during in vitro gastro-intestinal digestion of camel milk, 2) ACE-inhibitory activity of probiotic yoghurt, 3) Screening milk-derived antihypertensive peptides using quantitative structure activity relationship (QSAR) modelling and in vitro/in vivo studies on their bioactivity, 4) Biological effects of casein-derived tripeptide powders are not affected by fermentation process, 5) Hemodynamic Effects of Lactotripeptides from Casein Hydrolysate in Mediterranean Normotensive Subjects and Patients with High-Normal Blood Pressure: A Randomized, Double-Blind, Crossover Clinical Trial, 6) Antihypertensive effect of the bovine casein-derived peptide Met-Lys-Pro, 7) Purification and Characterization of Angiotensin I-Converting Enzyme Inhibitors from Sour Milk, 8) Characterization of casein-derived peptide bioactivity: Differential effects on angiotensin-converting enzyme inhibition and cytokine and nitric oxide production || Bos taurus || Kappa-casein",,mbpdb_core_standardized
,,,33,IPY,3,True,True,206.0,206.0,206.0,206.0,=,exact_molar,sequence_level_core,True,True,1,1,,,,mbpdb_ace_000279 || MBPDB_P04654_IPY_217-219,10.1016/j.idairyj.2004.04.007,Angiotensin converting enzyme-inhibitory activity of peptides isolated from Manchego cheese Stability under simulated gastrointestinal digestion || Ovis aries || Alpha-S2-casein,,mbpdb_core_standardized
,,,34,IQA,3,True,True,32.9,32.9,32.9,32.9,=,exact_molar,sequence_level_core,True,True,1,1,,,,mbpdb_ace_000217 || MBPDB_P02666_IQA_202-204,10.1016/j.foodchem.2014.01.056,Characterisation of the hydrolytic specificity of Aspergillus niger derived prolyl endoproteinase on bovine β-casein and determination of ACE inhibitory activity || Bos taurus || Beta-casein,,mbpdb_core_standardized
,,,35,IQP,3,True,True,106.7,106.7,106.7,106.7,=,exact_molar,sequence_level_core,True,True,1,1,,,,mbpdb_ace_000278 || MBPDB_P02663_IQP_209-211,10.1016/j.idairyj.2013.10.009,Screening milk-derived antihypertensive peptides using quantitative structure activity relationship (QSAR) modelling and in vitro/in vivo studies on their bioactivity || Bos taurus || Alpha-S2-casein,,mbpdb_core_standardized
,,,36,IQY,3,True,True,70.4,70.4,70.4,70.4,=,exact_molar,sequence_level_core,True,True,1,1,,,,mbpdb_ace_000036 || MBPDB_P02668_IQY_49-51,10.1051/lait:2007019,"Casein hydrolysates as a source of antimicrobial, antioxidant and antihypertensive peptides || Bos taurus || Kappa-casein",,mbpdb_core_standardized
,,,37,ITP,3,True,True,14.9,14.9,14.9,14.9,=,exact_molar,sequence_level_core,True,True,1,1,,,,mbpdb_ace_000277 || MBPDB_P02663_ITP_134-136,10.1016/j.foodchem.2015.04.130,Peptide identification and angiotensin converting enzyme (ACE) inhibitory activity in prolyl endoproteinase digests of bovine αs-casein || Bos taurus || Alpha-S2-casein,,mbpdb_core_standardized
,,,38,IVP,3,True,True,49.7,49.7,49.7,49.7,=,exact_molar,sequence_level_core,True,True,1,1,,,,mbpdb_ace_000316 || MBPDB_P02662_IVP_86-88_126-128,10.1016/j.idairyj.2013.10.009,Screening milk-derived antihypertensive peptides using quantitative structure activity relationship (QSAR) modelling and in vitro/in vivo studies on their bioactivity || Bos taurus || Alpha-S1-casein,,mbpdb_core_standardized
,,,39,IYP,3,True,True,61.0,61.0,61.0,61.0,=,exact_molar,sequence_level_core,True,True,1,1,,,,mbpdb_ace_000216 || MBPDB_P05814_IYP_55-57_65-67_210-212,10.1080/00021369.1989.10869621,Inhibition of Angiotensin-converting Enzyme by Synthetic Peptides of Human β-Casein || Homo sapiens || Beta-casein,,mbpdb_core_standardized
,,,40,KYP,3,True,True,363.9,363.9,363.9,363.9,=,exact_molar,sequence_level_core,True,True,1,1,,,,mbpdb_ace_000208 || MBPDB_P02666_KYP_128-130,10.1016/j.foodchem.2014.01.056,Characterisation of the hydrolytic specificity of Aspergillus niger derived prolyl endoproteinase on bovine β-casein and determination of ACE inhibitory activity || Bos taurus || Beta-casein,,mbpdb_core_standardized
,,,41,LGY,3,True,True,23.78,23.78,23.78,23.78,=,exact_molar,sequence_level_core,True,True,1,1,,,,mbpdb_ace_000295 || MBPDB_P02662_LGY_107-109,"1) 10.1016/j.idairyj.2013.05.008, 2) 10.3390/foods9080991","1) Resistance of casein-derived bioactive peptides to simulated gastrointestinal digestion, 2) In Silico and In Vitro Analysis of Multifunctionality of Animal Food-Derived Peptides || Bos taurus || Alpha-S1-casein",,mbpdb_core_standardized
,,,42,LLF,3,True,True,87.295,87.295,87.295,87.295,=,exact_molar,sequence_level_core,True,True,1,1,,,,mbpdb_ace_000086 || MBPDB_P02756_LLF_121-123,"1) 10.1016/S0958-6946(02)00080-8, 2) 10.3390/foods9080991","1) Preparation of ovine and caprine β-lactoglobulin hydrolysates with ACE-inhibitory activity Identification of active peptides from caprine β-lactoglobulin hydrolysed with thermolysin, 2) In Silico and In Vitro Analysis of Multifunctionality of Animal Food-Derived Peptides || Capra hircus || Beta-lactoglobulin",,mbpdb_core_standardized
,,,43,LPP,3,True,True,9.6,9.6,9.6,9.6,=,exact_molar,sequence_level_core,True,True,1,1,,,,mbpdb_ace_000197 || MBPDB_P02666_LPP_166-168,10.1016/j.foodchem.2014.01.056,Characterisation of the hydrolytic specificity of Aspergillus niger derived prolyl endoproteinase on bovine β-casein and determination of ACE inhibitory activity || Bos taurus || Beta-casein,,mbpdb_core_standardized
,,,44,LQP,3,True,True,3.4,3.4,3.4,3.4,=,exact_molar,sequence_level_core,True,True,1,1,,,,mbpdb_ace_000194 || MBPDB_P02666_LQP_103-105,10.1017/S0022029908003452,Antihypertensive effect of an angiotensin converting enzyme inhibitory peptide from enzyme modified cheese || Bos taurus || Beta-casein,,mbpdb_core_standardized
,,,45,LRP,3,True,True,0.35,0.35,0.35,0.35,=,exact_molar,sequence_level_core,True,True,1,1,,,,mbpdb_ace_000018 || MBPDB_P24627_LRP_93-95_151-153_446-448,10.1021/jf4053868,Novel Antihypertensive Lactoferrin-Derived Peptides Produced by Kluyveromyces marxianus: Gastrointestinal Stability Profile and In Vivo Angiotensin I-Converting Enzyme (ACE) Inhibition || Bos taurus || Lactotransferrin,,mbpdb_core_standardized
,,,46,MAP,3,True,True,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,=,exact_molar,sequence_level_core,True,True,1,1,,,,mbpdb_ace_000183 || MBPDB_P02666_MAP_117-119,"1) 10.1016/j.foodchem.2014.01.056, 2) 10.1017/S0022029908003452","1) Characterisation of the hydrolytic specificity of Aspergillus niger derived prolyl endoproteinase on bovine β-casein and determination of ACE inhibitory activity, 2) Antihypertensive effect of an angiotensin converting enzyme inhibitory peptide from enzyme modified cheese || Bos taurus || Beta-casein",,mbpdb_core_standardized
,,,47,MHI,3,True,True,11.59,11.59,11.59,11.59,=,exact_molar,sequence_level_core,True,True,1,1,,,,mbpdb_ace_000356 || MBPDB_P02754_MHI_161-163,10.1021/acs.jafc.9b06237,Structure-Based Identification and Design of Angiotensin Converting Enzyme-Inhibitory Peptides from Whey Proteins || Bos taurus || Beta-lactoglobulin,,mbpdb_core_standardized
,,,48,MKG,3,True,True,71.8,71.8,71.8,71.8,=,exact_molar,sequence_level_core,True,True,1,1,,,,mbpdb_ace_000083 || MBPDB_P02754_MKG_23-25,10.1016/j.chroma.2006.03.006,Effect of β-lactoglobulin hydrolysis with thermolysin under denaturing temperatures on the release of bioactive peptides || Bos taurus || Beta-lactoglobulin,,mbpdb_core_standardized
,,,49,MKP,3,True,True,0.365,0.365,0.365,0.365,=,exact_molar,sequence_level_core,True,True,1,1,,,,mbpdb_ace_000275 || MBPDB_P02663_MKP_205-207,"1) 10.1016/j.foodchem.2013.06.089, 2) 10.1016/j.foodchem.2014.09.098","1) Novel angiotensin I-converting enzyme inhibitory peptide derived from bovine casein, 2) Antihypertensive effect of the bovine casein-derived peptide Met-Lys-Pro || Bos taurus || Alpha-S2-casein",,mbpdb_core_standardized
,,,50,PFP,3,True,True,144.4,144.4,144.4,144.4,=,exact_molar,sequence_level_core,True,True,1,1,,,,mbpdb_ace_000172 || MBPDB_P02666_PFP_76-78_125-127_219-221,10.1016/j.chroma.2004.05.022,Identification of ACE-inhibitory peptides in different Spanish cheeses by tandem mass spectrometry || Bos taurus || Beta-casein,,mbpdb_core_standardized
,,,51,PLP,3,True,True,430.0,430.0,430.0,430.0,=,exact_molar,sequence_level_core,True,True,1,1,,,,mbpdb_ace_000169 || MBPDB_P05814_PLP_142-144,10.1080/00021369.1989.10869621,Inhibition of Angiotensin-converting Enzyme by Synthetic Peptides of Human β-Casein || Homo sapiens || Beta-casein,,mbpdb_core_standardized
,,,52,RPK,3,True,True,91.8,91.8,91.8,91.8,=,exact_molar,sequence_level_core,True,True,1,1,,,,mbpdb_ace_000299 || MBPDB_P02662_RPK_16-18,10.3168/jds.S0022-0302(06)72370-0,Bioactive Peptides in Ovine and Caprine Cheeselike Systems Prepared with Proteases from Cynara cardunculus || Bos taurus || Alpha-S1-casein,,mbpdb_core_standardized
,,,53,RYL,3,True,True,106.64,106.64,106.64,106.64,=,exact_molar,sequence_level_core,True,True,1,1,,,,mbpdb_ace_000293 || MBPDB_P02662_RYL_105-107,10.1016/j.idairyj.2013.05.008,Resistance of casein-derived bioactive peptides to simulated gastrointestinal digestion || Bos taurus || Alpha-S1-casein,,mbpdb_core_standardized
,,,54,TVY,3,True,True,15.0,15.0,15.0,15.0,=,exact_molar,sequence_level_core,True,True,1,1,,,,mbpdb_ace_000269 || MBPDB_P02663_TVY_197-199,10.1016/s0014-5793(02)03576-7,Angiotensin-I-converting enzyme inhibitory peptides from tryptic hydrolysate of bovine αS2-casein || Bos taurus || Alpha-S2-casein,,mbpdb_core_standardized
,,,55,VAV,3,True,True,260.0,260.0,260.0,260.0,=,exact_molar,sequence_level_core,True,True,1,1,,,,mbpdb_ace_000046 || MBPDB_P07498_VAV_175-177,10.1080/00021369.1989.10869621,Inhibition of angiotensin-converting enzyme by synthetic peptide fragments of human kappa-casein || Homo sapiens || Kappa-casein,,mbpdb_core_standardized
,,,56,VEP,3,True,True,63.7,63.7,63.7,63.7,=,exact_molar,sequence_level_core,True,True,1,1,,,,mbpdb_ace_000137 || MBPDB_P02666_VEP_131-133,10.1016/j.foodchem.2014.01.056,Characterisation of the hydrolytic specificity of Aspergillus niger derived prolyl endoproteinase on bovine β-casein and determination of ACE inhibitory activity || Bos taurus || Beta-casein,,mbpdb_core_standardized
,,,57,VIP,3,True,True,26.1,26.1,26.1,26.1,=,exact_molar,sequence_level_core,True,True,1,1,,,,mbpdb_ace_000267 || MBPDB_P02663_VIP_215-217,10.1016/j.idairyj.2013.10.009,Screening milk-derived antihypertensive peptides using quantitative structure activity relationship (QSAR) modelling and in vitro/in vivo studies on their bioactivity || Bos taurus || Alpha-S2-casein,,mbpdb_core_standardized
,,,58,VMP,3,True,True,29.0,29.0,29.0,29.0,=,exact_molar,sequence_level_core,True,True,1,1,,,,mbpdb_ace_000134 || MBPDB_P05814_VMP_114-116,10.1080/00021369.1989.10869621,Inhibition of Angiotensin-converting Enzyme by Synthetic Peptides of Human β-Casein || Homo sapiens || Beta-casein,,mbpdb_core_standardized
,,,59,VPP,3,True,True,8.7,8.7,8.7,8.7,=,exact_molar,sequence_level_core,True,True,1,1,,,,mbpdb_ace_000100 || MBPDB_P02666_VPP_99-101,"1) 10.1016/j.idairyj.2007.02.009, 2) 10.1016/j.idairyj.2013.10.009, 3) 10.1016/j.foodchem.2014.09.098, 4) 10.3168/jds.S0022-0302(95)76689-9, 5) 10.1016/j.idairyj.2009.11.017, 6) 10.1089/jmf.2009.0253, 7) 10.3168/jds.2019-17976","1) ACE-inhibitory activity of probiotic yoghurt, 2) Screening milk-derived antihypertensive peptides using quantitative structure activity relationship (QSAR) modelling and in vitro/in vivo studies on their bioactivity, 3) Antihypertensive effect of the bovine casein-derived peptide Met-Lys-Pro, 4) Purification and Characterization of Angiotensin I-Converting Enzyme Inhibitors from Sour Milk, 5) Biological effects of casein-derived tripeptide powders are not affected by fermentation process, 6) Hemodynamic Effects of Lactotripeptides from Casein Hydrolysate in Mediterranean Normotensive Subjects and Patients with High-Normal Blood Pressure: A Randomized, Double-Blind, Crossover Clinical Trial, 7) Characterization of casein-derived peptide bioactivity: Differential effects on angiotensin-converting enzyme inhibition and cytokine and nitric oxide production || Bos taurus || Beta-casein",,mbpdb_core_standardized
,,,60,VSP,3,True,True,21.8,21.8,21.8,21.8,=,exact_molar,sequence_level_core,True,True,1,1,,,,mbpdb_ace_000330 || MBPDB_P02668 Genetic Variant F1_VSP_169-171,10.3168/jds.2008-1671,Short communication: Bovine κ-casein variants result in different angiotensin I converting enzyme (ACE) inhibitory peptides || Bos taurus || Kappa-casein Genetic Variant F1,,mbpdb_core_standardized
,,,61,VYP,3,True,True,288.0,288.0,288.0,288.0,=,exact_molar,sequence_level_core,True,True,1,1,,,,mbpdb_ace_000126 || MBPDB_P02666_VYP_74-76,10.3168/jds.S0022-0302(98)75878-3,Structural analysis of new antihypertensive peptides derived from cheese whey protein by proteinase K digestion || Bos taurus || Beta-casein,,mbpdb_core_standardized
,,,62,YGL,3,True,True,409.0,409.0,409.0,409.0,=,exact_molar,sequence_level_core,True,True,1,1,,,,mbpdb_ace_000248 || MBPDB_P00711_YGL_69-71,10.1017/s0022029999003982,Angiotensin I-converting enzyme inhibitory properties of whey protein digests: concentration and characterization of active peptides || Bos taurus || Alpha-lactalbumin,,mbpdb_core_standardized
