sample_id,sequence,length,task_role,is_main_23,is_aux_45,label_pIC50,label_ic50_uM,sample_weight,weight_len,weight_quality,source_count,is_from_merged_backbone,contains_merged,high_confidence_flag,conflict_flag,tier_23,dedup_strategy,label_source_mode,ic50_uM_min,ic50_uM_max,ic50_uM_median,ic50_uM_mean,ic50_spread_ratio_max_min,source_db_set,source_table_set,source_file_set,origin_source_set,raw_record_ids,citation_ids,notes,record_count_total,row_count_after_filter
AUX_0268,PIPFP,5,aux,False,True,4.180456064458131,66.0,0.35,0.5,0.7,1,False,False,False,False,,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,66.0,66.0,66.0,66.0,1.0,,,,ferm_strict_core_standardized,fermfoodb_ace_000193 || FMDB777,11410003,singleton || only_one_record_in_fermfoodb || Ace-inhibitory || ACE In hibitory activity using FAPGG as the substrate,1,1
MAIN_0281,IWW,3,main,True,False,3.310566820783384,489.14,0.85,1.0,0.85,2,True,True,False,False,Tier C,merged_backbone,merged_sequence_level_authoritative,489.14,489.14,489.14,489.14,1.0,,,,merged_short23_tiered_standardized || biopep_core_standardized,ace_merged_001377 || 10564 || biopep_ace_000710,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10564,only_one_record_after_merge || single-source evidence with usable IC50 || BIOPEP-UWM || ChEBI: ID 158843 EROP-Moscow: ID E24868 Metabolomics Workbench: ID 83013 PubChem: CID 71472264,2,2
AUX_0310,VAGTW,5,aux,False,True,3.151709251511804,705.165,0.4,0.5,0.8,2,False,False,False,False,,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,534.0,1054.0,705.165,749.5825,1.9737827715355805,,,,biopep_core_standardized || ahtpdb_clean_um_standardized,biopep_ace_000152 || 3980 || 1309 || 2523 || 6487,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=3980 || Whey protein (Beta Lactoglobulin) || Whey protein,"BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Vermeirssen et al. || SDS-PAGE, RP-HPLC",4,4
AUX_0225,IYPRY,5,aux,False,True,5.3872161432802645,4.1,0.35,0.5,0.7,1,False,False,False,False,,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,4.1,8.5,4.1,5.671428571428572,2.073170731707317,,,,ahtpdb_clean_um_standardized,1670 || 2346 || 4999 || 5324 || 5571 || 6154 || 6410,Casein || Sake || Cereals (Sake (Japanese alcoholic beverage made from rice)) || Sake and sake lees,small || exact_molar_value || not_converted: ic50_type不是mass_unit || Enzymatic Hydrolysis of milk proteins || Cushman and Cheung (1971) || RP-HPLC,7,7
MAIN_0253,IKY,3,main,True,False,4.468521082957745,34.0,0.8,1.0,0.8,3,True,True,False,False,Tier D,merged_backbone,merged_sequence_level_authoritative,34.0,20000.0,34.0,34.0,588.2352941176471,,,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,ace_merged_001218 | ace_merged_001219 | ace_merged_001220 || 1526 | 6766 | 8229 || biopep_ace_000275 || 8229 || 6766,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=8229 || Arachin,source_count=2; spread_ratio=588.2353 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit,5,3
AUX_0166,AMNPP,5,aux,False,True,3.5164127030311056,304.5,0.35,0.5,0.7,1,False,False,False,False,,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,304.5,304.5,304.5,304.5,1.0,,,,biopep_core_standardized,biopep_ace_000313 || 9013,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9013,BIOPEP-UWM,1,1
MAIN_0292,LAP,3,main,True,False,5.455931955649724,3.5,0.85,1.0,0.85,2,True,True,False,False,Tier C,merged_backbone,merged_sequence_level_authoritative,3.5,20000.0,3.5,3.5,5714.285714285715,,,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,ace_merged_001401 | ace_merged_001402 | ace_merged_001403 | ace_merged_001404 | ace_merged_001405 || 1527 | 2893 | 4627 | 5060 | 6556 || 2893 || 4627 || 5060 || 6556,Chicken muscle || Food-protein,"source_count=1; spread_ratio=5714.2857 || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || GFC || Cushman and Cheung (1971), Yamamoto and others || HPLC",9,5
AUX_0089,PRVF,4,aux,False,True,3.958607314841775,110.0,0.42,0.6,0.7,1,False,False,False,False,,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,110.0,110.0,110.0,110.0,1.0,,,,ahtpdb_clean_um_standardized,6970,Soybean (Glycine max),small || exact_molar_value || not_converted: ic50_type不是mass_unit,1,1
MAIN_0312,LNP,3,main,True,False,4.366531544420414,43.0,0.8,1.0,0.8,3,True,True,False,False,Tier D,merged_backbone,merged_sequence_level_authoritative,10.0,20000.0,43.0,43.0,2000.0,,,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,ace_merged_001505 | ace_merged_001506 | ace_merged_001507 | ace_merged_001508 | ace_merged_001509 | ace_merged_001510 | ace_merged_001511 || 1640 | 2100 | 2149 | 3544 | 5232 | 5804 | 6461 || biopep_ace_000132 || 3544 || 5232 || 5804 || 6461,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=3544 || Cereals (Maize (Zea mays)) || Alpha-zein,"source_count=2; spread_ratio=2000.0000 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM || FeptideDB: ID 3544 PubChem: CID 14889717 || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || GFC, IEC, RP-HPLC",11,5
AUX_0336,YGLYP,5,aux,False,True,3.797866019939181,159.27,0.35,0.5,0.7,1,False,False,False,False,,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,159.27,159.27,159.27,159.27,1.0,,,,ahtpdb_clean_um_standardized,2453,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,1,1
AUX_0179,DLTDY,5,aux,False,True,3.844663962534938,143.0,0.35,0.5,0.7,1,False,False,False,False,,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,143.0,143.0,143.0,143.0,1.0,,,,ahtpdb_clean_um_standardized,6100,Oyster Crassostrea gigas,small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || RP-HPLC,1,1
MAIN_0383,RWL,3,main,True,False,3.2364821617002866,580.12,0.85,1.0,0.85,2,True,True,False,False,Tier C,merged_backbone,merged_sequence_level_authoritative,580.12,580.12,580.12,580.12,1.0,,,,merged_short23_tiered_standardized || biopep_core_standardized,ace_merged_001777 || 11014 || biopep_ace_000785,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=11014,only_one_record_after_merge || single-source evidence with usable IC50 || BIOPEP-UWM || ChEBI: ID 159378 Metabolomics Workbench: ID 79806 PubChem: CID 25069730 UniChem: ID 34579864 Wikidata: ID Q106027111,2,2
AUX_0022,EVPK,4,aux,False,True,5.761953896871205,1.73,0.42,0.6,0.7,1,False,False,False,False,,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,1.73,1.73,1.73,1.73,1.0,,,,ahtpdb_clean_um_standardized,1241,Sweet-potato tuber thioredoxinh,"small || exact_molar_value || not_converted: ic50_type不是mass_unit || TLC (Holmquist et al., 1979) || Ni2+-chelate AC",1,1
MAIN_0272,ITH,3,main,True,False,4.541060138109674,28.77,0.85,1.0,0.85,2,True,True,False,False,Tier C,merged_backbone,merged_sequence_level_authoritative,28.77,28.77,28.77,28.77,1.0,,,,merged_short23_tiered_standardized || biopep_core_standardized,ace_merged_001347 || 11314 || biopep_ace_000828,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=11314,only_one_record_after_merge || single-source evidence with usable IC50 || BIOPEP-UWM || ChEBI: ID 158784 EPA CompTox: ID DTXSID70776104 Metabolomics Workbench: ID 82984 PubChem: CID 145456280 UniChem: ID 176704823 Wikidata: ID Q106012363,2,2
AUX_0286,QKTAP,5,aux,False,True,4.522878745280337,30.0,0.4,0.5,0.8,2,False,False,False,False,,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,30.0,30.0,30.0,30.0,1.0,,,,mbpdb_core_standardized || ahtpdb_clean_um_standardized,mbpdb_ace_000050 || MBPDB_P07498_QKTAP_40-44 || 5339 || 6033,10.1080/00021369.1989.10869621 || Milk (human casein),Inhibition of angiotensin-converting enzyme by synthetic peptide fragments of human kappa-casein || Homo sapiens || Kappa-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Kasahara and Ashihara (1981),3,3
AUX_0337,YKLRP,5,aux,False,True,4.782516055786093,16.5,0.35,0.5,0.7,1,False,False,False,False,,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,16.5,16.5,16.5,16.5,1.0,,,,mbpdb_core_standardized,mbpdb_ace_000012 || MBPDB_P24627_YKLRP_91-95,10.1021/jf4053868,Novel Antihypertensive Lactoferrin-Derived Peptides Produced by Kluyveromyces marxianus: Gastrointestinal Stability Profile and In Vivo Angiotensin I-Converting Enzyme (ACE) Inhibition || Bos taurus || Lactotransferrin,1,1
AUX_0100,RPYL,4,aux,False,True,4.247951552180561,56.5,0.48,0.6,0.8,3,False,False,False,False,,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,56.5,56.5,56.5,56.5,1.0,,,,biopep_core_standardized || mbpdb_core_standardized || ahtpdb_clean_um_standardized,biopep_ace_000396 || 9108 || mbpdb_ace_000014 || MBPDB_P24627_RPYL_152-155 || 4332 || 5523,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9108 || 10.1016/j.foodchem.2011.08.076,BIOPEP-UWM || Antihypertensive effect of a bovine lactoferrin pepsin hydrolysate: Identification of novel active peptides || Bos taurus || Lactotransferrin || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Sentandreu and Toldra (2006) || RP-HPLC || HPLC,4,4
AUX_0101,RYDF,4,aux,False,True,3.628932137728264,235.0,0.42,0.6,0.7,1,False,False,False,False,,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,235.0,235.0,235.0,235.0,1.0,,,,biopep_core_standardized,biopep_ace_000489 || 9265,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9265,BIOPEP-UWM,1,1
AUX_0318,VIPEL,5,aux,False,True,3.097322788865456,799.24,0.4,0.5,0.8,2,False,False,False,False,,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,799.24,799.24,799.24,799.24,1.0,,,,biopep_core_standardized || ahtpdb_clean_um_standardized,biopep_ace_000272 || 8202 || 2557 || 6129 || 6763,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=8202 || Pork (Sus domesticus) || Pork meat,BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Sentandreu and Toldra (2006) || RP-HPLC,4,4
MAIN_0148,YS,2,main,True,False,3.385102783966865,412.0,0.95,1.0,0.95,3,True,True,False,False,Tier B,merged_backbone,merged_sequence_level_authoritative,412.0,412.0,412.0,412.0,1.0,,,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,ace_merged_000813 | ace_merged_000814 || 10988 | 6934 || biopep_ace_000773 || 10988 || 6934,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10988 || Chemically Synthesized,source_count=2; spread_ratio=1.0000 || 2 sources and consistent within acceptable spread || AHTPDB | BIOPEP-UWM || AHTPDB: ID 6934 BIOPEP-UWM database of bioactive peptides: ID 8945 BRENDA: Ligand L-tyrosinyl-L-serine CAS: Registry No 13588-99-3 ChEBI: ID 141457 EPA CompTox: ID DTXSID90712241 EROP-MOscow: ID E10415 FooDB: ID FDB112117 HMDB: ID HMDB0029114 J-GLOBAL: ID 200907062957084317 Metabolomics Workbench: ID 79031 Nikkaji: ID J2.748.178G PMhub: ID MS000243604 PubChem: CID 54564570 SATPdb: ID satpdb24541 SureChEMBL: ID SCHEMBL9852121 UniChem: ID 22887225 Wikidata: ID Q82648127 || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit,4,3
AUX_0062,LLRH,4,aux,False,True,3.5121548798885645,307.5,0.42,0.6,0.7,1,False,False,False,False,,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,307.5,307.5,307.5,307.5,1.0,,,,biopep_core_standardized,biopep_ace_000464 || 9218,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9218,BIOPEP-UWM,1,1
AUX_0246,LLMPK,5,aux,False,True,3.1635492862798453,686.2,0.35,0.5,0.7,1,False,False,False,False,,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,686.2,686.2,686.2,686.2,1.0,,,,biopep_core_standardized,biopep_ace_000466 || 9220,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9220,BIOPEP-UWM,1,1
MAIN_0263,IQA,3,main,True,False,4.482804102050026,32.9,0.85,1.0,0.85,2,True,True,False,False,Tier C,merged_backbone,merged_sequence_level_authoritative,32.9,32.9,32.9,32.9,1.0,,,,merged_short23_tiered_standardized || mbpdb_core_standardized,ace_merged_001299 || MBPDB_P02666_IQA_202-204 || mbpdb_ace_000217,10.1016/j.foodchem.2014.01.056,only_one_record_after_merge || single-source evidence with usable IC50 || MBPDB || Characterisation of the hydrolytic specificity of Aspergillus niger derived prolyl endoproteinase on bovine β-casein and determination of ACE inhibitory activity || Bos taurus || Beta-casein,2,2
MAIN_0269,IRW,3,main,True,False,6.214670164989233,0.61,0.8,1.0,0.8,3,True,True,False,False,Tier D,merged_backbone,merged_sequence_level_authoritative,0.6,10.0,0.61,0.61,16.666666666666668,,,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,ace_merged_001336 | ace_merged_001337 | ace_merged_001338 || 2041 | 2211 | 9874 || biopep_ace_000600 || 9874 || 2041,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9874 || Egg proteins,"source_count=2; spread_ratio=16.6667 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM || AHTPDB: ID 1938, 2041, 2211 BioPepDB: ID biopep00589 BIOPEP-UWM database of bioactive peptides: ID 8213; 9875; 9876; 9877 EROP-Moscow: ID E23666 FeptideDB: ID 8213 PubChem: CID: 46912244 SATPdb: ID satpdb10670 || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit",5,3
AUX_0011,ALPP,4,aux,False,True,3.552841968657781,280.0,0.48,0.6,0.8,2,False,False,False,False,,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,280.0,280.0,280.0,280.0,1.0,,,,mbpdb_core_standardized || ahtpdb_clean_um_standardized,mbpdb_ace_000243 || MBPDB_P05814_ALPP_162-165 || 5278 || 6011 || 6836,10.1080/00021369.1989.10869621 || Milk (human β casein) || Human (Synthetic peptide of Human beta casein),"Inhibition of Angiotensin-converting Enzyme by Synthetic Pep tides of Human β-Casein || Homo sapiens || Beta-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Kasahara and Ashihara (1981) || RP-HPLC, TLC, FAB-MS",4,4
MAIN_0294,LEE,3,main,True,False,1.6989700043360187,20000.0,0.8,1.0,0.8,2,True,True,False,False,Tier D,merged_backbone,merged_sequence_level_authoritative,100.0,20000.0,20000.0,20000.0,200.0,,,,merged_short23_tiered_standardized || biopep_core_standardized,ace_merged_001412 | ace_merged_001413 | ace_merged_001414 || 1541 | 1646 | 9031 || biopep_ace_000329 || 9031,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9031,"source_count=2; spread_ratio=200.0000 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM || AHTPDB: ID 1541, 1646 BioPepDB: ID biopep00742 SATPdb: ID satpdb21154 || BIOPEP-UWM",4,2
MAIN_0301,LGY,3,main,True,False,4.645507399410564,22.62,0.95,1.0,0.95,3,True,True,False,False,Tier B,merged_backbone,merged_sequence_level_authoritative,21.46,23.78,22.62,22.62,1.108108108108108,,,,merged_short23_tiered_standardized || biopep_core_standardized || mbpdb_core_standardized,ace_merged_001431 | ace_merged_001432 || 9284 | MBPDB_P02662_LGY_107-109 || biopep_ace_000493 || 9284 || mbpdb_ace_000295 || MBPDB_P02662_LGY_107-109,"1) 10.1016/j.idairyj.2013.05.008, 2) 10.3390/foods9080991 || https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9284","source_count=2; spread_ratio=1.1081 || 2 sources and consistent within acceptable spread || BIOPEP-UWM | MBPDB || BIOPEP-UWM database of bioactive peptides: ID 2738; 3099; 10060 BIOPEP-UWM Virtual database: ID 64 ChemSpider: ID 5377958 EROP-Moscow: ID E09276 FeptideDB: ID 2738; 3099 MBPDB: Peptide LGY PubChem: CID 7014904 || BIOPEP-UWM || 1) Resistance of casein-derived bioactive peptides to simulated gastrointestinal digestion, 2) In Silico and In Vitro Analysis of Multifunctionality of Animal Food-Derived Peptides || Bos taurus || Alpha-S1-casein",4,3
AUX_0256,MDFLI,5,aux,False,True,8.0,0.01,0.35,0.5,0.7,1,False,False,False,False,,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,0.01,172.470562411,0.01,57.49685413699999,17247.0562411,,,,ahtpdb_clean_um_standardized,1828 || 2295 || 6717,Chickpea (legumin fraction),"small || exact_mass_value_converted_to_uM_by_molwt || mass_unit_mg_per_mL_converted_to_uM || Hayakari et al. (1978) || UF, RPC || exact_molar_value || not_converted: ic50_type不是mass_unit",3,3
AUX_0253,LVQGS,5,aux,False,True,4.359518563029578,43.7,0.4,0.5,0.8,2,False,False,False,False,,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,43.7,43.7,43.7,43.7,1.0,,,,ferm_strict_core_standardized || ahtpdb_clean_um_standardized,fermfoodb_ace_000379 | fermfoodb_ace_000856 || FMDB2202 | FMDB992 || 1898 || 2700 || 5329 || 6217,Soybean (Fermented Soybean) || Soybean || Soybean (Glycine max fermented soybean extract),"within_range_consistent || spread_ratio=1.0000 || Ace-inhibitory || Purification and identification of an angiotensin I-converting enzyme inhibitory peptide from fermented soybean extract || Spectrophotometric assay using HHL as substate | Spectrophotometric assay using HHL as substrate || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || UF, SEC, RPC || RP-HPLC, MALDI-TOF-MS || GFC, IEC, RP-HPLC, UF",6,5
AUX_0277,PRHQG,5,aux,False,True,4.684659523372712,20.67,0.35,0.5,0.7,1,False,False,False,False,,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,20.67,20.67,20.67,20.67,1.0,,,,ahtpdb_clean_um_standardized,2381,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,1,1
AUX_0110,TQVY,4,aux,False,True,4.739928612014925,18.2,0.48,0.6,0.8,2,False,False,False,False,,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,18.2,18.2,18.2,18.2,1.0,,,,biopep_core_standardized || ahtpdb_clean_um_standardized,biopep_ace_000162 || 7503 || 1279 || 1827 || 2651 || 6513,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=7503 || Cereals (Rye) || Cereals (rice) || Cereals (rice protein hydrolysate),"BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Extraction-free spectrophotometric assay || RP-HPLC || Li G-H et al. 2005 || SEC, RPC || Direct, extraction-free spectrophotometric assay || RP-HPLC, FAB-MS",5,5
