sequence,length,task_role,is_main_23,is_aux_45,label_ic50_uM,label_pIC50,cls_label,cls_label_name,plm4ace_label,cls_source,cls_threshold_ic50_uM,cls_length_range,sample_weight,weight_len,weight_quality,source_count,record_count_total,high_confidence_flag,conflict_flag,tier_23,ic50_uM_min,ic50_uM_max,ic50_uM_median,ic50_uM_mean,ic50_spread_ratio_max_min,source_db_set,origin_source_set,citation_ids,notes,dedup_strategy,label_source_mode,is_from_merged_backbone,contains_merged,source_table_set,source_file_set,raw_record_ids,row_count_after_filter
GTG,3,main,True,False,5.54,5.2564902352715706,1,high_activity,0,label_ic50_uM <= 50.0 uM,50.0,2_5,1.0,1.0,1.0,4,10,False,False,Tier A,5.54,5.54,5.54,5.54,1.0,,merged_short23_tiered_standardized || biopep_core_standardized || ferm_strict_core_standardized || ahtpdb_clean_um_standardized,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9183 || 18521593 || Shrimp || Marine shrimp (acetes chinensis),"source_count=3; spread_ratio=1.0000 || >=3 sources and consistent within acceptable spread || AHTPDB | BIOPEP-UWM | FermFooDb || AHTPDB: ID 1043, 2618, 2961 BioPepDB: ID biopep00418 EPA DSSTox: ID DTXSID60708050 J-GLOBAL: ID 200907037536374664 Nikkaji: ID J2.698.664H PubChem: CID 53968885 SATPdb: ID satpdb26346 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB2 || BIOPEP-UWM || singleton || only_one_record_in_fermfoodb || Ace-inhibitory || small || exact_molar_value || not_converted: ic50_type不是mass_unit || He et al. || UF, GFC, RP-HPLC || ESI-MS/MS || GF, IEC, RP-HPLC",merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_001087 | ace_merged_001088 | ace_merged_001089 | ace_merged_001090 | ace_merged_001091 || 1043 | 2618 | 2961 | 9183 | FMDB2 || biopep_ace_000435 || 9183 || fermfoodb_ace_000002 || FMDB2 || 1043 || 2618 || 2961,6
KDYRL,5,aux,False,True,26.5,4.576754126063192,1,high_activity,0,label_ic50_uM <= 50.0 uM,50.0,2_5,0.35,0.5,0.7,1,5,False,False,,26.5,26.5,26.5,26.5,1.0,,ahtpdb_clean_um_standardized,Legume (Mung bean protein) || Legume (Mung Bean) || Legume (Mung bean (Phaseolus radiatus L.)),"small || exact_molar_value || not_converted: ic50_type不是mass_unit || Extraction-free spectrophotometric assay || Li G-H et al. 2005 || UF, RPC || Modified Lieberman’s method || GPC, MALDI-TOF MS || Li et al (2005) || GFC, RP-HPLC, HIC",cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,,,1261 || 1824 || 2695 || 5326 || 6095,5
ILVDR,5,aux,False,True,81.25,4.090176630349088,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.35,0.5,0.7,1,1,False,False,,81.25,81.25,81.25,81.25,1.0,,biopep_core_standardized,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10775,BIOPEP-UWM,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,,,biopep_ace_000741 || 10775,1
TKVIP,5,aux,False,True,400.0,3.397940008672037,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.4,0.5,0.8,2,4,False,False,,400.0,400.0,400.0,400.0,1.0,,mbpdb_core_standardized || ahtpdb_clean_um_standardized,10.3168/jds.S0022-0302(96)76487-1 || Enzymatic-hydrolysis (Hydrolysis with a proteinase from L. helveticus CP790) || Bovine,"Identification of an Antihypertensive Peptide from Casein Hydrolysate Produced by a Proteinase from Lactobacillus helveticus CP790 || Bos taurus || Alpha-S2-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || Spectrophotometric, HPLC, UPLC",cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,,,mbpdb_ace_000271 || MBPDB_P02663_TKVIP_213-217 || 1724 || 2488 || 6496,4
GTW,3,main,True,False,464.4,3.333107788933464,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,1.0,1.0,1.0,4,16,False,False,Tier A,464.0,464.6,464.4,464.4,1.001293103448276,,merged_short23_tiered_standardized || biopep_core_standardized || mbpdb_core_standardized || ahtpdb_clean_um_standardized,10.1016/j.idairyj.2006.07.004 || https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=7490 || Whey (Whole whey protein) || Milk (Fermented Milk) || Casein β-lg f || Milk,"source_count=3; spread_ratio=1.0013 || >=3 sources and consistent within acceptable spread || AHTPDB | BIOPEP-UWM | MBPDB || AHTPDB: ID 1298, 3650, 4175, 4375, 4809, 4972, 5132, 5212, 5814, 6500 BioPepDB: biopep00419 BIOPEP-UWM database of bioactive peptides: ID 9165 J-GLOBAL: ID 200907049265642135 MBPDB: Peptide GTW Nikkaji: ID J2.440.040I PubChem: CID 102403413 SATPdb: ID satpdb27241 || BIOPEP-UWM || Purification of angiotensin I-converting enzyme inhibitory peptides and antihypertensive effect of milk produced by protease-facilitated lactic fermentation || Bos taurus || Beta-lactoglobulin || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || GFC, RP-HPLC",merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_001092 | ace_merged_001093 | ace_merged_001094 | ace_merged_001095 | ace_merged_001096 | ace_merged_001097 | ace_merged_001098 | ace_merged_001099 || 1298 | 3650 | 5132 | 5212 | 5814 | 6500 | 7490 | MBPDB_P02754_GTW_33-35 || biopep_ace_000159 || 7490 || mbpdb_ace_000096 || MBPDB_P02754_GTW_33-35 || 1298 || 3650 || 5132 || 5212 || 5814 || 6500,9
YPYY,4,aux,False,True,90.9,4.041436116778033,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.48,0.6,0.8,4,5,False,False,,90.9,90.9,90.9,90.9,1.0,,biopep_core_standardized || mbpdb_core_standardized || ferm_strict_core_standardized || ahtpdb_clean_um_standardized,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9724 || 10.1016/j.foodchem.2007.06.039 || Milk,BIOPEP-UWM || Antihypertensive effect of bioactive peptides produced by protease-facilitated lactic acid fermentation of milk || Homo sapiens || Kappa-casein || within_range_consistent || spread_ratio=1.0000 || Ace-inhibitory || Antihypertensive effect of bioactive peptides produced by protease-facilitated lactic acid fermentation of Milk || RP-HPLC modified spectrophotometric assay using HHL as substrate || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Hayakari et al. (1978) || UF,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,,,biopep_ace_000545 || 9724 || mbpdb_ace_000033 || MBPDB_P07498_YPYY_55-58 || fermfoodb_ace_000744 | fermfoodb_ace_000745 || FMDB1905 | FMDB1906 || 1014,4
WW,2,main,True,False,68.0,4.167491087293763,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.85,1.0,0.85,2,2,False,False,Tier C,68.0,68.0,68.0,68.0,1.0,,merged_short23_tiered_standardized || biopep_core_standardized,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10561,only_one_record_after_merge || single-source evidence with usable IC50 || BIOPEP-UWM || BindingDB: ID 50188479 BIOPEP-UWM database of bioactive peptides: ID 8686 BIOPEP-UWM database of sensory peptides and amino acids: ID 342 BitterDB: ID 832 BRENDA: Ligand Trp-Trp ChEBI: ID 74876 ChEMBL: ID CHEMBL286852 ChemIDplus: ID 020696600 ChemSpider: ID 79994 EROP-Moscow: ID E10612 PubChem: ID 88656 ZINC: ID ZINC01557161,merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_000764 || 10561 || biopep_ace_000707,2
LKA,3,main,True,False,8.5,5.070581074285707,1,high_activity,0,label_ic50_uM <= 50.0 uM,50.0,2_5,0.85,1.0,0.85,2,8,False,False,Tier C,8.5,8.5,8.5,8.5,1.0,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,Chicken muscle proteins || Creatine Kinase || Creatine kinase || Food-protein,"source_count=1; spread_ratio=1.0000 || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971), Yamamoto and others || RP-HPLC || Cushman and Cheung (1971) || GFC || HPLC",merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_001442 | ace_merged_001443 | ace_merged_001444 | ace_merged_001445 || 2019 | 2891 | 5058 | 6555 || 2019 || 2891 || 5058 || 6555,5
HQG,3,main,True,False,745.0,3.1278437272517072,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.8,1.0,0.8,3,5,False,False,Tier D,741.3,20000.0,745.0,745.0,26.97963037906381,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9027 || Synthesized,"source_count=2; spread_ratio=26.9796 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM || AHTPDB: ID 1518, 5066 BioPepDB: ID biopep00472 SATPdb: ID satpdb28339 || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971), Yamamoto and others || HPLC",merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_001131 | ace_merged_001132 | ace_merged_001133 || 1518 | 5066 | 9027 || biopep_ace_000325 || 9027 || 5066,3
PPF,3,main,True,False,239.33,3.621002859189149,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.85,1.0,0.85,2,2,False,False,Tier C,239.33,239.33,239.33,239.33,1.0,,merged_short23_tiered_standardized || biopep_core_standardized,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=11319,only_one_record_after_merge || single-source evidence with usable IC50 || BIOPEP-UWM || BIOPEP-UWM database of sensory peptides and amino acids: ID 59 ChEBI: ID 162604 ChemSpider: ID 8308601 DFBP: ID DFBPACEI2317; DFBPACEI2446 J-GLOBAL: ID 200907063158029644 Metabolomics Workbench: ID 84949 Nikkaji: ID J1.735.080C PubChem: CID 10133086 SATPdb: ID satpdb14566 SureChEMBL: ID SCHEMBL29484185 UniChem: ID 34695967 Wikidata: ID Q106028093,merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_001712 || 11319 || biopep_ace_000833,2
FP,2,main,True,False,315.0,3.5016894462104,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.8,1.0,0.8,4,23,False,False,Tier D,315.0,20000.0,315.0,315.0,63.49206349206349,,merged_short23_tiered_standardized || mbpdb_core_standardized || ferm_strict_core_standardized || ahtpdb_clean_um_standardized,"1) 10.3168/jds.S0022-0302(98)75878-3, 2) 10.1080/1475636031000138723, 3) 10.1016/j.foodchem.2014.01.056 || Bovine Serum Albumin || Casein albumin || Cheese whey protein || Beta Casein albumin || Milk (cheese whey) || Whey protein","source_count=3; spread_ratio=63.4921 || multi-source evidence but conflicting IC50 range || AHTPDB | FermFooDb | MBPDB || https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB1627 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB1639 || 1) Structural analysis of new antihypertensive peptides derived from cheese whey protein by proteinase K digestion, 2) Characterization of New Milk-derived Inhibitors of Angiotensin Converting Enzyme In Vitro and In Vivo, 3) Characterisation of the hydrolytic specificity of Aspergillus niger derived prolyl endoproteinase on bovine β-casein and determination of ACE inhibitory activity || Bos taurus || Serum albumin || within_range_consistent || spread_ratio=1.0000 || Ace-inhibitory || Identification of ACE-inhibitory peptides in different Spanish cheeses by tandem mass spectrometry || spectrophotometric assay using HHL as substrate || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Yamamoto et al. || RP-HPLC, GFC || Enzymatic Hydrolysis of milk proteins || Cushman and Cheung (1971) || Spectrophotometric, HPLC, UPLC || RP-HPLC, GF || GFC, RP-HPLC, HIC",merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_000145 | ace_merged_000146 | ace_merged_000147 | ace_merged_000148 | ace_merged_000149 | ace_merged_000150 | ace_merged_000151 | ace_merged_000152 | ace_merged_000153 | ace_merged_000154 | ace_merged_000155 | ace_merged_000156 || 1334 | 1366 | 1664 | 1743 | 2580 | 5147 | 5565 | 5948 | 6421 | FMDB1627 | FMDB1639 | MBPDB_P02769_FP_246-247 || mbpdb_ace_000007 || MBPDB_P02769_FP_246-247 || fermfoodb_ace_000704 | fermfoodb_ace_000713 || FMDB1627 | FMDB1639 || 1334 || 1664 || 1743 || 2580 || 5147 || 5565 || 5948 || 6421,11
YGFL,4,aux,False,True,292.53,3.533829588842117,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.42,0.6,0.7,1,1,False,False,,292.53,292.53,292.53,292.53,1.0,,mbpdb_core_standardized,10.3390/foods9080991,In Silico and In Vitro Analysis of Multifunctionality of Animal Food-Derived Peptides || Homo sapiens || Beta-casein,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,,,mbpdb_ace_000343 || MBPDB_P05814_YGFL_74-77,1
GVR,3,main,True,False,166.5,3.7785857621576615,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.85,1.0,0.85,2,2,False,False,Tier C,166.5,166.5,166.5,166.5,1.0,,merged_short23_tiered_standardized || biopep_core_standardized,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9727,only_one_record_after_merge || single-source evidence with usable IC50 || BIOPEP-UWM || BIOPEP-UWM database of bioactive peptides: ID 9728 J-GLOBAL: ID 200907053747971915 Nikkaji: ID J2.059.414D PubChem: CID 101736690,merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_001100 || 9727 || biopep_ace_000546,2
TVVPG,5,aux,False,True,6.5,5.187086643357144,1,high_activity,0,label_ic50_uM <= 50.0 uM,50.0,2_5,0.35,0.5,0.7,1,1,False,False,,6.5,6.5,6.5,6.5,1.0,,ahtpdb_clean_um_standardized,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,,,2347,1
MA,2,main,True,False,152.0,3.8181564120552274,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.85,1.0,0.85,2,2,False,False,Tier C,152.0,152.0,152.0,152.0,1.0,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,Prince-of-Wales feather (Amaranthus hypochondriacus),only_one_record_after_merge || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit,merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_000456 || 6969,2
WMY,3,main,True,False,550.0,3.2596373105057563,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.85,1.0,0.85,2,2,False,False,Tier C,550.0,550.0,550.0,550.0,1.0,,merged_short23_tiered_standardized || biopep_core_standardized,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10025,only_one_record_after_merge || single-source evidence with usable IC50 || BIOPEP-UWM || ChEBI: ID 164791 PubChem: CID 145458452,merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_002030 || 10025 || biopep_ace_000633,2
FAP,3,main,True,False,3.8,5.42021640338319,1,high_activity,0,label_ic50_uM <= 50.0 uM,50.0,2_5,0.8,1.0,0.8,3,12,False,False,Tier D,3.8,20000.0,3.8,3.8,5263.1578947368425,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=3393 || Casein (Αs1-casein) || Milk (bovine casein) || Casein,"source_count=2; spread_ratio=5263.1579 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || HPLC, TLC, IRRC",merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_000938 | ace_merged_000939 | ace_merged_000940 | ace_merged_000941 | ace_merged_000942 | ace_merged_000943 | ace_merged_000944 || 1602 | 1628 | 3393 | 5109 | 5199 | 5849 | 6375 || biopep_ace_000084 || 3393 || 5109 || 5199 || 5849 || 6375,6
