sequence,length,task_role,is_main_23,is_aux_45,label_ic50_uM,label_pIC50,cls_label,cls_label_name,plm4ace_label,cls_source,cls_threshold_ic50_uM,cls_length_range,sample_weight,weight_len,weight_quality,source_count,record_count_total,high_confidence_flag,conflict_flag,tier_23,ic50_uM_min,ic50_uM_max,ic50_uM_median,ic50_uM_mean,ic50_spread_ratio_max_min,source_db_set,origin_source_set,citation_ids,notes,dedup_strategy,label_source_mode,is_from_merged_backbone,contains_merged,source_table_set,source_file_set,raw_record_ids,row_count_after_filter
YPG,3,main,True,False,23.44,4.630042392653947,1,high_activity,0,label_ic50_uM <= 50.0 uM,50.0,2_5,0.85,1.0,0.85,2,2,False,False,Tier C,23.44,23.44,23.44,23.44,1.0,,merged_short23_tiered_standardized || biopep_core_standardized,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9066,only_one_record_after_merge || single-source evidence with usable IC50 || BIOPEP-UWM || BIOPEP-UWM database of bioactive peptide: ID 9549,merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_002058 || 9066 || biopep_ace_000363,2
VEP,3,main,True,False,40.88,4.388489112873343,1,high_activity,0,label_ic50_uM <= 50.0 uM,50.0,2_5,1.0,1.0,1.0,3,5,False,False,Tier A,10.0,63.7,40.88,40.88,6.37,,merged_short23_tiered_standardized || biopep_core_standardized || mbpdb_core_standardized,10.1016/j.foodchem.2014.01.056 || https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=11315,source_count=3; spread_ratio=6.3700 || >=3 sources and consistent within acceptable spread || AHTPDB | BIOPEP-UWM | MBPDB || J-GLOBAL: ID 201407047670328577 Nikkaji: ID J3.268.621D PubChem: CID 102222129 SureChEMBL: ID SCHEMBL30069169 || BIOPEP-UWM || Characterisation of the hydrolytic specificity of Aspergillus niger derived prolyl endoproteinase on bovine β-casein and determination of ACE inhibitory activity || Bos taurus || Beta-casein,merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_001852 | ace_merged_001853 | ace_merged_001854 || 11315 | 2112 | MBPDB_P02666_VEP_131-133 || biopep_ace_000829 || 11315 || mbpdb_ace_000137 || MBPDB_P02666_VEP_131-133,3
FY,2,main,True,False,42.3,4.373659632624958,1,high_activity,0,label_ic50_uM <= 50.0 uM,50.0,2_5,0.8,1.0,0.8,4,35,False,False,Tier D,3.7,20000.0,42.3,42.3,5405.405405405405,,merged_short23_tiered_standardized || biopep_core_standardized || ferm_strict_core_standardized || ahtpdb_clean_um_standardized,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=3556 || 12358510 || Garlic || Wakame Seaweed || Wakame || Garlic (Allium sativum L) || Wakame (Undaria pinnatifida) || Garlic (Allium sativum) || Cereals (Maize (Zea mays)) || Alpha-zein,"source_count=3; spread_ratio=5405.4054 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM | FermFooDb || AHTPDB: ID 1136; 1413; 1442; 1446; 1457; 1472; 1810; 1817; 1857; 2654; 2672; 2685; 2775; 2883; 3880; 3913; 4254; 4258; 4731; 4950; 5148; 5587; 5741; 5774; 5808; 6260; 6270; 6469; 6876 BIOPEP-UWM database of sensory peptides and amino acids: ID 478 BRENDA: Ligand Phe-Tyr CAS: Registry No 17355-18-9 ChEBI: ID 73637 ChEMBL: ID CHEMBL54572 ChemSpider: ID 449878 DFBP: ID DFBPACEI0608; DFBPANHY0617; DFBPANHY0626; DFBPANHY0834; DFBPANHY0944; DFBPANHY0952; DFBPMUFU0231 EPA DSSTox: ID DTXCID40284746 EROP-Moscow: ID E00283 FooDB: ID FDB112023 HMDB: ID HMDB0029007 J-GLOBAL: ID 200907027277040714 Metabolomics Workbench: ID 78934 NIAID: ID 192291 Nikkaji: ID J366.936J ParaPep: ID 1532; 1560 PlantPepDB: ID PPepDB_3722 PubChem: CID 515709 SATPdb: ID satpdb15002 ZINC: ID ZINC02384778 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB1983 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB1990 || BIOPEP-UWM || within_range_consistent || spread_ratio=1.0000 || Ace-inhibitory || Spectrophotometric assay using HHL as substate || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || IEC, GFC, RP-HPLC || IEC, SEC, RPC || RP-HPLC, LC-MS || RP-HPLC, FAB-MS || Yamamoto et al. || GFC, IEC, RP-HPLC || RP-HPLC",merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_000165 | ace_merged_000166 | ace_merged_000167 | ace_merged_000168 | ace_merged_000169 | ace_merged_000170 | ace_merged_000171 | ace_merged_000172 | ace_merged_000173 | ace_merged_000174 | ace_merged_000175 | ace_merged_000176 | ace_merged_000177 | ace_merged_000178 | ace_merged_000179 | ace_merged_000180 | ace_merged_000181 | ace_merged_000182 | ace_merged_000183 | ace_merged_000184 || 1413 | 1442 | 1446 | 1457 | 1472 | 1810 | 1817 | 1857 | 2654 | 3556 | 4254 | 4258 | 5148 | 5741 | 5808 | 6260 | 6270 | 6469 | FMDB1983 | FMDB1990 || biopep_ace_000138 || 3556 || fermfoodb_ace_000756 | fermfoodb_ace_000763 || FMDB1983 | FMDB1990 || 1810 || 1817 || 1857 || 2654 || 4254 || 4258 || 5148 || 5741 || 5808 || 6260 || 6270 || 6469,15
YKWLP,5,aux,False,True,17.2,4.764471553092451,1,high_activity,0,label_ic50_uM <= 50.0 uM,50.0,2_5,0.35,0.5,0.7,1,1,False,False,,17.2,17.2,17.2,17.2,1.0,,ahtpdb_clean_um_standardized,Synthesized,small || exact_molar_value || not_converted: ic50_type不是mass_unit,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,,,2842,1
YPK,3,main,True,False,25.846799096,4.587593232880247,1,high_activity,0,label_ic50_uM <= 50.0 uM,50.0,2_5,0.85,1.0,0.85,2,4,False,False,Tier C,25.8315292265,25.8620689655,25.846799096,25.846799096,1.0011822660103558,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,Broccoli (Brassica oleracea Italica),"source_count=1; spread_ratio=1.0012 || single-source evidence with usable IC50 || AHTPDB || small || exact_mass_value_converted_to_uM_by_molwt || mass_unit_ug_per_mL_converted_to_uM || Cushman and Cheung (1971) || RPC, IEC, SEC || GFC, IEC, RP-HPLC",merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_002060 | ace_merged_002061 || 1820 | 5683 || 1820 || 5683,3
MP,2,main,True,False,135.3,3.868702203402377,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.85,1.0,0.85,2,2,False,False,Tier C,135.3,135.3,135.3,135.3,1.0,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,Prince-of-Wales feather (Amaranthus hypochondriacus),only_one_record_after_merge || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit,merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_000471 || 6968,2
GE,2,main,True,False,5400.0,2.2676062401770314,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.95,1.0,0.95,3,5,False,False,Tier B,5400.0,20000.0,5400.0,5400.0,3.703703703703704,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=7615,source_count=2; spread_ratio=3.7037 || 2 sources and consistent within acceptable spread || AHTPDB | BIOPEP-UWM || AHTPDB: ID 1474; 3043; 3247; 3425; 3814; 3917; 4409; 4520; 4689; 6601 BindingDB: ID 50188529 BioPepDB: ID biopep00330 BIOPEP-UWM database of bioactive peptides: ID 8781; 9487 BIOPEP-UWM database of sensory peptides and amino acids: ID 137 BRENDA: Ligand Gly-Glu ChEBI: ID 73801 ChEMBL: ID CHEMBL314532 ChemIDplus: ID 007412784 ChemSpider ID: 89688 EROP-Moscow: ID E10387 J-GLOBAL: ID 200907069620514802 Metabolights: ID MTBLC73801 Nikkaji： ID J149.621B PubChem: CID 99278 SATPdb: ID satpdb13269 SureChEMBL: ID SCHEMBL709721 ZINC: ID ZINC02567986 || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit,merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_000191 | ace_merged_000192 | ace_merged_000193 || 1474 | 6601 | 7615 || biopep_ace_000219 || 7615 || 6601,3
QK,2,main,True,False,10442.5,1.981195516062841,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.85,1.0,0.85,2,3,False,False,Tier C,885.0,20000.0,10442.5,10442.5,22.598870056497177,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,,source_count=1; spread_ratio=22.5989 || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit,merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_000523 | ace_merged_000524 || 1352 | 6666 || 6666,2
LVY,3,main,True,False,1.8,5.7447274948966935,1,high_activity,0,label_ic50_uM <= 50.0 uM,50.0,2_5,0.95,1.0,0.95,3,10,False,False,Tier B,1.8,5.84,1.8,1.8,3.2444444444444445,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=8402 || Sesame || Milk (Fermented Milk) || Sesame (Sesamum indicum),"source_count=2; spread_ratio=3.2444 || 2 sources and consistent within acceptable spread || AHTPDB | BIOPEP-UWM || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Friedland and Silverstein (1976) || SEC, RPC || Cushman and Cheung (1971), Gonzalez-Gonzalez et al || RP-HPLC, LC-MS/MS || GFC, RP-HPLC",merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_001619 | ace_merged_001620 | ace_merged_001621 | ace_merged_001622 | ace_merged_001623 || 1878 | 4457 | 5239 | 6185 | 8402 || biopep_ace_000292 || 8402 || 1878 || 4457 || 5239 || 6185,6
GPL,3,main,True,False,2.65,5.576754126063192,1,high_activity,0,label_ic50_uM <= 50.0 uM,50.0,2_5,0.85,1.0,0.85,2,20,False,False,Tier C,2.55,20000.0,2.65,2.65,7843.137254901962,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,Fish (Alaska pollack (Theragra chalcogramma)) || Bovine skin gelatin || Fish skin || Gelatin hydrolysate,"source_count=1; spread_ratio=7843.1373 || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || GF, IEC, and RP-HPLC || GFC, IEC, RP-HPLC || SEC, RP-HPLC || He et al. || GF, IEC, RP-HPLC || RP-HPLC || HPLC || GFC, IEC, RP-HPLC, UF",merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_001044 | ace_merged_001045 | ace_merged_001046 | ace_merged_001047 | ace_merged_001048 | ace_merged_001049 | ace_merged_001050 | ace_merged_001051 | ace_merged_001052 | ace_merged_001053 | ace_merged_001054 || 1108 | 1543 | 1546 | 2015 | 2757 | 2963 | 4629 | 5073 | 5209 | 5575 | 6516 || 1108 || 2015 || 2757 || 2963 || 4629 || 5073 || 5209 || 5575 || 6516,10
NK,2,main,True,False,810.0,3.09151498112135,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.85,1.0,0.85,2,2,False,False,Tier C,810.0,810.0,810.0,810.0,1.0,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,,only_one_record_after_merge || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit,merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_000495 || 6684,2
VRK,3,main,True,False,700.0,3.154901959985743,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.85,1.0,0.85,2,4,False,False,Tier C,700.0,700.0,700.0,700.0,1.0,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,Hard clam (Meretrix lusoria),"source_count=1; spread_ratio=1.0000 || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || GFC, RP-HPLC",merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_001967 | ace_merged_001968 || 5263 | 5749 || 5263 || 5749,3
YKY,3,main,True,False,43.5,4.361510743045363,1,high_activity,0,label_ic50_uM <= 50.0 uM,50.0,2_5,0.85,1.0,0.85,2,2,False,False,Tier C,43.5,43.5,43.5,43.5,1.0,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,,only_one_record_after_merge || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit,merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_002051 || 6638,2
MAMP,4,aux,False,True,199.1,3.700928739972592,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.42,0.6,0.7,1,1,False,False,,199.1,199.1,199.1,199.1,1.0,,biopep_core_standardized,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10958,BIOPEP-UWM,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,,,biopep_ace_000772 || 10958,1
MDFLI,5,aux,False,True,0.01,8.0,1,high_activity,0,label_ic50_uM <= 50.0 uM,50.0,2_5,0.35,0.5,0.7,1,3,False,False,,0.01,172.470562411,0.01,57.49685413699999,17247.0562411,,ahtpdb_clean_um_standardized,Chickpea (legumin fraction),"small || exact_mass_value_converted_to_uM_by_molwt || mass_unit_mg_per_mL_converted_to_uM || Hayakari et al. (1978) || UF, RPC || exact_molar_value || not_converted: ic50_type不是mass_unit",cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,,,1828 || 2295 || 6717,3
IKP,3,main,True,False,4.7,5.327902142064282,1,high_activity,0,label_ic50_uM <= 50.0 uM,50.0,2_5,0.8,1.0,0.8,3,22,False,False,Tier D,1.7,20000.0,4.7,4.7,11764.705882352942,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=3349 || Fish (chum salmon fish) || Fish (Bonito bowel) || Synthesized || Fish (Bonito muscle) || Legume (Peanut protein) || Fish (Bonito (Sarda bowel autolysate)) || Fish (Dried bonito),"source_count=2; spread_ratio=11764.7059 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971), Maruyama and Suzuki || HPLC || Cushman and Cheung (1971), Yamamoto and others || RP-HPLC || Cushman and Cheung (1971) || RP-HPLC, IEC || RP-HPLC Assay || GFC, IEC, RP-HPLC, HIC",merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_001196 | ace_merged_001197 | ace_merged_001198 | ace_merged_001199 | ace_merged_001200 | ace_merged_001201 | ace_merged_001202 | ace_merged_001203 | ace_merged_001204 | ace_merged_001205 | ace_merged_001206 | ace_merged_001207 || 1516 | 1599 | 2032 | 2569 | 2854 | 3349 | 5079 | 5095 | 5216 | 5516 | 5666 | 6346 || biopep_ace_000062 || 3349 || 2032 || 2569 || 2854 || 5079 || 5095 || 5216 || 5516 || 5666 || 6346,11
PPEIN,5,aux,False,True,509.997713803,3.292431770735333,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.4,0.5,0.8,3,3,False,False,,0.29,510.0,509.997713803,340.09590460100003,1758.6206896551726,,biopep_core_standardized || mbpdb_core_standardized || ahtpdb_clean_um_standardized,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9243 || 10.1016/j.foodchem.2006.10.041 || Milk (Yak milk casein),"BIOPEP-UWM || Value-added utilization of yak milk casein for the production of angiotensin-I-converting enzyme inhibitory peptides || Bos mutus || Kappa-casein || small || exact_mass_value_converted_to_uM_by_molwt || mass_unit_mg_per_mL_converted_to_uM || HPLC with Cushman and Cheung (1971) || UF, GF, HPLC, LC-MS, LC-ESI-MS/MS",cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,,,biopep_ace_000478 || 9243 || mbpdb_ace_000052 || MBPDB_I6UFY2_PPEIN_177-181 || 2698,3
LG,2,main,True,False,8800.0,2.055517327849832,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.95,1.0,0.95,3,5,False,False,Tier B,8800.0,20000.0,8800.0,8800.0,2.272727272727273,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=7619,source_count=2; spread_ratio=2.2727 || 2 sources and consistent within acceptable spread || AHTPDB | BIOPEP-UWM || AHTPDB: ID 1489; 3045; 3051; 3086; 3132; 3134; 3136; 3251; 3355; 3426; 3515; 3822; 3851; 3977; 4401; 4528; 4654; 5406; 6606 BindingDB: ID 50407456 BIOPEP database of sensory peptides and amino acids: ID 161 BRENDA: Ligand Leu-Gly ChEBI: ID 74534 ChEMBL: ID CHEMBL55711 ChemIDplus: ID 000686500 ChemSpider: ID 87882 EROP-Moscow: ID E01614 PubChem: ID 97364 ZINC: ID ZINC02164045 || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit,merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_000419 | ace_merged_000420 | ace_merged_000421 || 1489 | 6606 | 7619 || biopep_ace_000223 || 7619 || 6606,3
